event_id,timestamp,device,event_type,alert_name,attack_category,severity,source_ip,destination_asset,host,uri,method,action,disposition_action,challenge_result,status,status_code,handling_status,closed_loop_status,warning_issued,warning_status,warning_recipient,warning_issued_at,hit_count,rule_id,request_id,analyst_requested,evidence_level,raw_request,raw_response
SRHINO-20260828-00073,2026-08-28T11:38:53+08:00,Srhino安全运营平台演示设备,security_alert,暴力破解登录,brute-force,high,192.0.2.50,web-prod-01,web-prod-01.example.test,/api/auth/login,POST,challenge,人机校验,未通过,challenged,429,已下发风险预警,已闭环,True,已下发,Web应用责任单位,2026-08-28T11:38:53+08:00,1,BRUTE-913100,req-ea6d8355590d,False,metadata,,
SRHINO-20260828-00074,2026-08-28T11:05:22+08:00,Srhino安全运营平台演示设备,security_alert,跨站脚本攻击,xss,medium,192.0.2.51,web-prod-01,web-prod-01.example.test,/search,POST,allow,放行观察,不适用,allowed,200,待人工复核,待复核,False,未下发,,,1,XSS-941100,req-9cff7544c601,False,metadata,,
SRHINO-20260828-00075,2026-08-28T20:12:38+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.20,oa-prod-01,oa-prod-01.example.test,/wp-admin,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,OA系统责任单位,2026-08-28T20:12:38+08:00,1,SCANNER-980130,req-2c2f8a548bc9,False,metadata,,
SRHINO-20260828-00076,2026-08-28T11:35:48+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,192.0.2.50,web-prod-01,web-prod-01.example.test,/.env,GET,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-479106faa108,False,metadata,,
SRHINO-20260828-00077,2026-08-28T20:07:51+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.10,api-prod-01,api-prod-01.example.test,/.env,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T20:07:51+08:00,1,SCANNER-980130,req-f5e50b32834d,False,metadata,,
SRHINO-20260828-00078,2026-08-28T18:41:48+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.11,api-prod-01,api-prod-01.example.test,/wp-admin,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T18:41:48+08:00,1,SCANNER-980130,req-b847ba9c466f,False,metadata,,
SRHINO-20260828-00079,2026-08-28T08:47:43+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.11,api-prod-01,api-prod-01.example.test,/actuator/env,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T08:47:43+08:00,1,SCANNER-980130,req-9b21d312ccae,False,metadata,,
SRHINO-20260828-00080,2026-08-28T14:29:23+08:00,Srhino安全运营平台演示设备,security_alert,跨站脚本攻击,xss,medium,203.0.113.11,api-prod-01,api-prod-01.example.test,/comment/submit,POST,allow,放行观察,不适用,allowed,200,待人工复核,待复核,False,未下发,,,1,XSS-941100,req-a0203ae0558b,False,metadata,,
SRHINO-20260828-00081,2026-08-28T11:53:28+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.10,api-prod-02,api-prod-02.example.test,/.env,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T11:53:28+08:00,1,SCANNER-980130,req-3ae6b7f3be13,False,metadata,,
SRHINO-20260828-00082,2026-08-28T23:26:02+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.21,oa-prod-01,oa-prod-01.example.test,/.env,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,OA系统责任单位,2026-08-28T23:26:02+08:00,1,SCANNER-980130,req-25d69305c8ee,False,metadata,,
SRHINO-20260828-00083,2026-08-28T10:36:33+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.20,oa-prod-01,oa-prod-01.example.test,/.env,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,OA系统责任单位,2026-08-28T10:36:33+08:00,1,SCANNER-980130,req-fa677fdc202e,False,metadata,,
SRHINO-20260828-00084,2026-08-28T23:26:26+08:00,Srhino安全运营平台演示设备,security_alert,敏感数据暴露检测,data-exposure,high,203.0.113.10,web-prod-02,web-prod-02.example.test,/api/report,GET,challenge,人机校验,通过,challenged,200,已下发风险预警,已闭环,True,已下发,Web应用责任单位,2026-08-28T23:26:26+08:00,1,API-EXPOSE-001,req-ca9eda24766f,False,metadata,,
SRHINO-20260828-00085,2026-08-28T23:21:25+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.11,api-prod-02,api-prod-02.example.test,/actuator/env,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T23:21:25+08:00,1,SCANNER-980130,req-6ca77bb79924,False,metadata,,
SRHINO-20260828-00086,2026-08-28T22:47:37+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.21,api-prod-01,api-prod-01.example.test,/actuator/env,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T22:47:37+08:00,1,SCANNER-980130,req-25aefd0c25cf,False,metadata,,
SRHINO-20260828-00087,2026-08-28T23:41:34+08:00,Srhino安全运营平台演示设备,security_alert,API异常频率,api-abuse,medium,203.0.113.10,oa-prod-01,oa-prod-01.example.test,/api/message,GET,challenge,人机校验,未通过,challenged,429,待人工复核,待复核,False,未下发,,,1,API-RATE-001,req-038cd3596fdb,False,metadata,,
SRHINO-20260828-00088,2026-08-28T23:47:19+08:00,Srhino安全运营平台演示设备,security_alert,SQL注入攻击,sqli,high,198.51.100.20,web-prod-01,web-prod-01.example.test,/api/search,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,Web应用责任单位,2026-08-28T23:47:19+08:00,1,SQLI-942100,req-91044664963a,False,metadata,,
SRHINO-20260828-00089,2026-08-28T12:54:52+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.11,api-prod-01,api-prod-01.example.test,/wp-admin,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T12:54:52+08:00,1,SCANNER-980130,req-9c574d8857f7,False,metadata,,
SRHINO-20260828-00090,2026-08-28T09:48:10+08:00,Srhino安全运营平台演示设备,security_alert,API异常频率,api-abuse,medium,203.0.113.10,web-prod-01,web-prod-01.example.test,/api/order,GET,allow,放行观察,不适用,allowed,200,待人工复核,待复核,False,未下发,,,1,API-RATE-001,req-cc81f4eb1be0,False,metadata,,
SRHINO-20260828-00091,2026-08-28T14:28:02+08:00,Srhino安全运营平台演示设备,security_alert,API异常频率,api-abuse,medium,198.51.100.20,oa-prod-01,oa-prod-01.example.test,/api/order,GET,challenge,人机校验,未通过,challenged,429,待人工复核,待复核,False,未下发,,,1,API-RATE-001,req-f4c70ebb7833,False,metadata,,
SRHINO-20260828-00092,2026-08-28T14:36:08+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.11,web-prod-01,web-prod-01.example.test,/actuator/env,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,Web应用责任单位,2026-08-28T14:36:08+08:00,1,SCANNER-980130,req-dbc83b8677b7,False,metadata,,
SRHINO-20260828-00093,2026-08-28T12:40:30+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,192.0.2.51,api-prod-02,api-prod-02.example.test,/actuator/env,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T12:40:30+08:00,1,SCANNER-980130,req-eb478cce6f40,False,metadata,,
SRHINO-20260828-00094,2026-08-28T12:36:13+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.11,web-prod-02,web-prod-02.example.test,/wp-admin,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,Web应用责任单位,2026-08-28T12:36:13+08:00,1,SCANNER-980130,req-94318984ec58,False,metadata,,
SRHINO-20260828-00095,2026-08-28T10:08:24+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.21,api-prod-01,api-prod-01.example.test,/actuator/env,POST,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-030530e159ca,False,metadata,,
SRHINO-20260828-00096,2026-08-28T00:32:53+08:00,Srhino安全运营平台演示设备,security_alert,API异常频率,api-abuse,medium,203.0.113.10,web-prod-01,web-prod-01.example.test,/api/order,GET,challenge,人机校验,通过,challenged,429,待人工复核,待复核,False,未下发,,,1,API-RATE-001,req-f302b9a1ad1d,False,metadata,,
SRHINO-20260828-00097,2026-08-28T22:27:31+08:00,Srhino安全运营平台演示设备,security_alert,API异常频率,api-abuse,medium,192.0.2.50,web-prod-01,web-prod-01.example.test,/api/message,GET,allow,放行观察,不适用,allowed,200,待人工复核,待复核,False,未下发,,,1,API-RATE-001,req-44cfd05a26a0,False,metadata,,
SRHINO-20260828-00098,2026-08-28T11:49:24+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.10,api-prod-02,api-prod-02.example.test,/.env,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T11:49:24+08:00,1,SCANNER-980130,req-360724c47ace,False,metadata,,
SRHINO-20260828-00099,2026-08-28T22:18:20+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.11,web-prod-02,web-prod-02.example.test,/actuator/env,POST,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-2a952bc58a02,False,metadata,,
SRHINO-20260828-00100,2026-08-28T23:59:18+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,192.0.2.51,api-prod-02,api-prod-02.example.test,/actuator/env,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T23:59:18+08:00,1,SCANNER-980130,req-152bb9666e75,False,metadata,,
SRHINO-20260828-00101,2026-08-28T23:39:32+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.21,api-prod-02,api-prod-02.example.test,/actuator/env,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T23:39:32+08:00,1,SCANNER-980130,req-a09f6ad05a44,False,metadata,,
SRHINO-20260828-00102,2026-08-28T12:12:13+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.20,web-prod-02,web-prod-02.example.test,/.env,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,Web应用责任单位,2026-08-28T12:12:13+08:00,1,SCANNER-980130,req-3e5cc7d0c291,False,metadata,,
SRHINO-20260828-00103,2026-08-28T07:36:52+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.20,web-prod-01,web-prod-01.example.test,/wp-admin,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,Web应用责任单位,2026-08-28T07:36:52+08:00,1,SCANNER-980130,req-38e7b62d6327,False,metadata,,
SRHINO-20260828-00104,2026-08-28T07:45:01+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.10,api-prod-01,api-prod-01.example.test,/actuator/env,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T07:45:01+08:00,1,SCANNER-980130,req-62f2e7123a4f,False,metadata,,
SRHINO-20260828-00105,2026-08-28T22:58:52+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.20,web-prod-02,web-prod-02.example.test,/actuator/env,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,Web应用责任单位,2026-08-28T22:58:52+08:00,1,SCANNER-980130,req-c47d64266858,False,metadata,,
SRHINO-20260828-00106,2026-08-28T18:19:25+08:00,Srhino安全运营平台演示设备,security_alert,敏感数据暴露检测,data-exposure,high,192.0.2.50,api-prod-02,api-prod-02.example.test,/api/report,GET,allow,放行观察,不适用,allowed,200,已下发风险预警,已闭环,True,已下发,API平台主管单位,2026-08-28T18:19:25+08:00,1,API-EXPOSE-001,req-6ab4b6750afb,False,metadata,,
SRHINO-20260828-00107,2026-08-28T11:21:54+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.20,api-prod-01,api-prod-01.example.test,/actuator/env,POST,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-b2de7285e200,False,metadata,,
SRHINO-20260828-00108,2026-08-28T09:39:38+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.21,api-prod-01,api-prod-01.example.test,/actuator/env,POST,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-8ad1bebb1e13,False,metadata,,
SRHINO-20260828-00109,2026-08-28T09:39:43+08:00,Srhino安全运营平台演示设备,security_alert,跨站脚本攻击,xss,medium,203.0.113.11,api-prod-02,api-prod-02.example.test,/search,POST,challenge,人机校验,未通过,challenged,403,待人工复核,待复核,False,未下发,,,1,XSS-941100,req-d1a8443cab53,False,metadata,,
SRHINO-20260828-00110,2026-08-28T09:21:00+08:00,Srhino安全运营平台演示设备,security_alert,SQL注入攻击,sqli,high,192.0.2.50,web-prod-02,web-prod-02.example.test,/product/list,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,Web应用责任单位,2026-08-28T09:21:00+08:00,1,SQLI-942100,req-38c12c4fb6cf,False,metadata,,
SRHINO-20260828-00111,2026-08-28T10:41:39+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.10,api-prod-01,api-prod-01.example.test,/.env,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T10:41:39+08:00,1,SCANNER-980130,req-02fcd5eadb19,False,metadata,,
SRHINO-20260828-00112,2026-08-28T11:02:48+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.20,web-prod-01,web-prod-01.example.test,/wp-admin,GET,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-da3f5fe280fb,False,metadata,,
SRHINO-20260828-00113,2026-08-28T23:26:53+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,192.0.2.50,web-prod-01,web-prod-01.example.test,/actuator/env,POST,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-85c360363474,False,metadata,,
SRHINO-20260828-00114,2026-08-28T16:18:34+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.11,api-prod-01,api-prod-01.example.test,/wp-admin,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T16:18:34+08:00,1,SCANNER-980130,req-5e388410e85a,False,metadata,,
SRHINO-20260828-00115,2026-08-28T07:25:07+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,192.0.2.50,web-prod-02,web-prod-02.example.test,/.env,POST,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-70fb69a96062,False,metadata,,
SRHINO-20260828-00116,2026-08-28T10:07:52+08:00,Srhino安全运营平台演示设备,security_alert,跨站脚本攻击,xss,medium,203.0.113.10,web-prod-01,web-prod-01.example.test,/user/profile,GET,challenge,人机校验,通过,challenged,403,待人工复核,待复核,False,未下发,,,1,XSS-941100,req-747c1fee2db9,False,metadata,,
SRHINO-20260828-00117,2026-08-28T11:56:01+08:00,Srhino安全运营平台演示设备,security_alert,API异常频率,api-abuse,medium,198.51.100.20,web-prod-02,web-prod-02.example.test,/api/message,GET,challenge,人机校验,未通过,challenged,429,待人工复核,待复核,False,未下发,,,1,API-RATE-001,req-7e3f1bbbf347,False,metadata,,
SRHINO-20260828-00118,2026-08-28T00:35:17+08:00,Srhino安全运营平台演示设备,security_alert,跨站脚本攻击,xss,medium,203.0.113.10,web-prod-02,web-prod-02.example.test,/search,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,Web应用责任单位,2026-08-28T00:35:17+08:00,1,XSS-941100,req-f07255204d73,False,metadata,,
SRHINO-20260828-00119,2026-08-28T11:16:50+08:00,Srhino安全运营平台演示设备,security_alert,API异常频率,api-abuse,medium,198.51.100.21,oa-prod-01,oa-prod-01.example.test,/api/message,POST,challenge,人机校验,未通过,challenged,429,待人工复核,待复核,False,未下发,,,1,API-RATE-001,req-146c49135724,False,metadata,,
SRHINO-20260828-00120,2026-08-28T22:33:18+08:00,Srhino安全运营平台演示设备,security_alert,跨站脚本攻击,xss,medium,198.51.100.20,api-prod-01,api-prod-01.example.test,/comment/submit,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T22:33:18+08:00,1,XSS-941100,req-12298b205a7a,False,metadata,,
SRHINO-20260828-00121,2026-08-28T00:21:25+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.10,oa-prod-01,oa-prod-01.example.test,/wp-admin,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,OA系统责任单位,2026-08-28T00:21:25+08:00,1,SCANNER-980130,req-c1f6abc3a8e4,False,metadata,,
SRHINO-20260828-00122,2026-08-28T10:24:51+08:00,Srhino安全运营平台演示设备,security_alert,暴力破解登录,brute-force,high,203.0.113.10,web-prod-02,web-prod-02.example.test,/admin/login,POST,challenge,人机校验,通过,challenged,429,已下发风险预警,已闭环,True,已下发,Web应用责任单位,2026-08-28T10:24:51+08:00,1,BRUTE-913100,req-50be372bbe77,False,metadata,,
SRHINO-20260828-00123,2026-08-28T10:02:46+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,192.0.2.51,api-prod-02,api-prod-02.example.test,/actuator/env,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T10:02:46+08:00,1,SCANNER-980130,req-30f5fae4ea48,False,metadata,,
SRHINO-20260828-00124,2026-08-28T09:29:47+08:00,Srhino安全运营平台演示设备,security_alert,API异常频率,api-abuse,medium,203.0.113.11,web-prod-02,web-prod-02.example.test,/api/message,GET,challenge,人机校验,通过,challenged,429,待人工复核,待复核,False,未下发,,,1,API-RATE-001,req-2dec346ab233,False,metadata,,
SRHINO-20260828-00125,2026-08-28T09:10:22+08:00,Srhino安全运营平台演示设备,security_alert,敏感数据暴露检测,data-exposure,high,203.0.113.11,web-prod-01,web-prod-01.example.test,/api/report,GET,allow,放行观察,不适用,allowed,200,已下发风险预警,已闭环,True,已下发,Web应用责任单位,2026-08-28T09:10:22+08:00,1,API-EXPOSE-001,req-ef1fde0bee9c,False,metadata,,
SRHINO-20260828-00126,2026-08-28T12:24:54+08:00,Srhino安全运营平台演示设备,security_alert,跨站脚本攻击,xss,medium,203.0.113.11,web-prod-01,web-prod-01.example.test,/user/profile,GET,allow,放行观察,不适用,allowed,200,待人工复核,待复核,False,未下发,,,1,XSS-941100,req-e4ab1a43af90,False,metadata,,
SRHINO-20260828-00127,2026-08-28T10:21:44+08:00,Srhino安全运营平台演示设备,security_alert,跨站脚本攻击,xss,medium,203.0.113.10,web-prod-02,web-prod-02.example.test,/comment/submit,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,Web应用责任单位,2026-08-28T10:21:44+08:00,1,XSS-941100,req-b40e126e4a62,False,metadata,,
SRHINO-20260828-00128,2026-08-28T22:05:20+08:00,Srhino安全运营平台演示设备,security_alert,跨站脚本攻击,xss,medium,203.0.113.11,oa-prod-01,oa-prod-01.example.test,/search,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,OA系统责任单位,2026-08-28T22:05:20+08:00,1,XSS-941100,req-365d2cb2054b,False,metadata,,
SRHINO-20260828-00129,2026-08-28T12:46:50+08:00,Srhino安全运营平台演示设备,security_alert,敏感数据暴露检测,data-exposure,high,203.0.113.10,web-prod-02,web-prod-02.example.test,/api/order/detail,GET,allow,放行观察,不适用,allowed,200,已下发风险预警,已闭环,True,已下发,Web应用责任单位,2026-08-28T12:46:50+08:00,1,API-EXPOSE-001,req-d9f6f64ab7c3,False,metadata,,
SRHINO-20260828-00130,2026-08-28T22:59:28+08:00,Srhino安全运营平台演示设备,security_alert,跨站脚本攻击,xss,medium,203.0.113.10,api-prod-02,api-prod-02.example.test,/search,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T22:59:28+08:00,1,XSS-941100,req-c4f0b1a66a69,False,metadata,,
SRHINO-20260828-00131,2026-08-28T23:55:40+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,192.0.2.51,web-prod-01,web-prod-01.example.test,/.env,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,Web应用责任单位,2026-08-28T23:55:40+08:00,1,SCANNER-980130,req-475bcde5288f,False,metadata,,
SRHINO-20260828-00132,2026-08-28T10:07:39+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.11,api-prod-01,api-prod-01.example.test,/actuator/env,POST,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-599a2dd25a79,False,metadata,,
SRHINO-20260828-00133,2026-08-28T08:44:00+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.20,api-prod-02,api-prod-02.example.test,/wp-admin,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T08:44:00+08:00,1,SCANNER-980130,req-49a9cd40429a,False,metadata,,
SRHINO-20260828-00134,2026-08-28T22:39:11+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.10,api-prod-02,api-prod-02.example.test,/actuator/env,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T22:39:11+08:00,1,SCANNER-980130,req-00648d8a1231,False,metadata,,
SRHINO-20260828-00135,2026-08-28T22:25:19+08:00,Srhino安全运营平台演示设备,security_alert,API异常频率,api-abuse,medium,203.0.113.11,web-prod-01,web-prod-01.example.test,/api/order,POST,challenge,人机校验,未通过,challenged,429,待人工复核,待复核,False,未下发,,,1,API-RATE-001,req-9dc72ac20bc6,False,metadata,,
SRHINO-20260828-00136,2026-08-28T16:43:32+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.10,api-prod-01,api-prod-01.example.test,/actuator/env,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T16:43:32+08:00,1,SCANNER-980130,req-4361be8e57bc,False,metadata,,
SRHINO-20260828-00137,2026-08-28T23:40:39+08:00,Srhino安全运营平台演示设备,security_alert,路径穿越攻击,path-traversal,high,192.0.2.50,api-prod-02,api-prod-02.example.test,/api/file,GET,challenge,人机校验,未通过,challenged,403,已下发风险预警,已闭环,True,已下发,API平台主管单位,2026-08-28T23:40:39+08:00,1,LFI-930110,req-09079e3300d9,False,metadata,,
SRHINO-20260828-00138,2026-08-28T22:36:42+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.20,oa-prod-01,oa-prod-01.example.test,/.env,GET,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-ee5506d97e7d,False,metadata,,
SRHINO-20260828-00139,2026-08-28T08:29:35+08:00,Srhino安全运营平台演示设备,security_alert,跨站脚本攻击,xss,medium,203.0.113.11,web-prod-01,web-prod-01.example.test,/comment/submit,GET,allow,放行观察,不适用,allowed,200,待人工复核,待复核,False,未下发,,,1,XSS-941100,req-279c18593ef1,False,metadata,,
SRHINO-20260828-00140,2026-08-28T10:33:58+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,192.0.2.50,oa-prod-01,oa-prod-01.example.test,/.env,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,OA系统责任单位,2026-08-28T10:33:58+08:00,1,SCANNER-980130,req-84f9889421e2,False,metadata,,
SRHINO-20260828-00141,2026-08-28T23:34:56+08:00,Srhino安全运营平台演示设备,security_alert,SQL注入攻击,sqli,high,192.0.2.50,web-prod-01,web-prod-01.example.test,/product/list,POST,challenge,人机校验,未通过,challenged,403,已下发风险预警,已闭环,True,已下发,Web应用责任单位,2026-08-28T23:34:56+08:00,1,SQLI-942100,req-25c02453bf6a,False,metadata,,
SRHINO-20260828-00142,2026-08-28T09:03:34+08:00,Srhino安全运营平台演示设备,security_alert,暴力破解登录,brute-force,high,203.0.113.10,api-prod-02,api-prod-02.example.test,/api/auth/login,GET,allow,放行观察,不适用,allowed,200,已下发风险预警,已闭环,True,已下发,API平台主管单位,2026-08-28T09:03:34+08:00,1,BRUTE-913100,req-b94f996bf528,False,metadata,,
SRHINO-20260828-00143,2026-08-28T08:28:24+08:00,Srhino安全运营平台演示设备,security_alert,跨站脚本攻击,xss,medium,198.51.100.21,oa-prod-01,oa-prod-01.example.test,/user/profile,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,OA系统责任单位,2026-08-28T08:28:24+08:00,1,XSS-941100,req-107e709fddd3,False,metadata,,
SRHINO-20260828-00144,2026-08-28T23:21:50+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.10,api-prod-02,api-prod-02.example.test,/.env,POST,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T23:21:50+08:00,1,SCANNER-980130,req-667dbd244eef,False,metadata,,
SRHINO-20260828-00145,2026-08-28T23:19:01+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.20,web-prod-02,web-prod-02.example.test,/.env,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,Web应用责任单位,2026-08-28T23:19:01+08:00,1,SCANNER-980130,req-fce38cd9b576,False,metadata,,
SRHINO-20260828-00146,2026-08-28T22:23:07+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,198.51.100.20,api-prod-02,api-prod-02.example.test,/actuator/env,GET,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-45b4573237f4,False,metadata,,
SRHINO-20260828-00147,2026-08-28T23:12:50+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.11,api-prod-02,api-prod-02.example.test,/.env,GET,block,拦截,不适用,blocked,403,已拦截,已闭环,True,已下发,API平台主管单位,2026-08-28T23:12:50+08:00,1,SCANNER-980130,req-ac4725ff3449,False,metadata,,
SRHINO-20260828-00148,2026-08-28T22:08:44+08:00,Srhino安全运营平台演示设备,security_alert,恶意扫描探测,scanner,low,203.0.113.11,api-prod-02,api-prod-02.example.test,/.env,GET,allow,放行观察,不适用,allowed,200,已完成观察,已闭环,False,未下发,,,1,SCANNER-980130,req-9d01a208fb94,False,metadata,,
